produk,tanggal,harga,qty,ln_P,ln_Q
L,2025-11-25,1666.6666666666667,96,7.418580902748128,4.564348191467836
L,2025-11-26,1666.6666666666667,120,7.418580902748128,4.787491742782046
L,2025-11-27,1604.1666666666667,144,7.38035968992793,4.969813299576001
L,2025-11-28,1666.6666666666667,36,7.418580902748128,3.58351893845611
L,2025-11-29,1666.6666666666667,96,7.418580902748128,4.564348191467836
L,2025-12-01,1666.6666666666667,162,7.418580902748128,5.087596335232384
L,2025-12-02,1666.6666666666667,60,7.418580902748128,4.0943445622221
L,2025-12-03,1583.3333333333333,108,7.367287608360577,4.68213122712422
L,2025-12-04,1583.3333333333333,108,7.367287608360577,4.68213122712422
L,2025-12-05,1666.6666666666667,60,7.418580902748128,4.0943445622221
L,2025-12-06,1666.6666666666667,60,7.418580902748128,4.0943445622221
L,2025-12-08,1666.6666666666667,144,7.418580902748128,4.969813299576001
L,2025-12-09,1666.6666666666667,72,7.418580902748128,4.276666119016055
L,2025-12-10,1666.6666666666667,60,7.418580902748128,4.0943445622221
L,2025-12-11,1666.6666666666667,132,7.418580902748128,4.882801922586371
L,2025-12-12,1666.6666666666667,24,7.418580902748128,3.1780538303479458
L,2025-12-13,1666.6666666666667,48,7.418580902748128,3.871201010907891
L,2025-12-15,1666.6666666666667,96,7.418580902748128,4.564348191467836
L,2025-12-16,1666.6666666666667,36,7.418580902748128,3.58351893845611
L,2025-12-17,1666.6666666666667,90,7.418580902748128,4.499809670330265
L,2025-12-18,1666.6666666666667,96,7.418580902748128,4.564348191467836
L,2025-12-19,1666.6666666666667,108,7.418580902748128,4.68213122712422
L,2025-12-20,1666.6666666666667,120,7.418580902748128,4.787491742782046
L,2025-12-22,1666.6666666666667,84,7.418580902748128,4.430816798843313
L,2025-12-23,1666.6666666666667,156,7.418580902748128,5.049856007249537
L,2025-12-24,1583.3333333333333,108,7.367287608360577,4.68213122712422
L,2025-12-25,1666.6666666666667,12,7.418580902748128,2.4849066497880004
M,2021-01-02,1750.0,120,7.4673710669175595,4.787491742782046
M,2021-01-04,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-01-05,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-01-06,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-01-07,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-01-08,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-01-09,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-01-11,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-01-12,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-01-13,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-01-14,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-01-15,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-01-16,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-01-19,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-01-20,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-01-21,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-01-22,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-01-23,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-01-25,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-01-26,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-01-27,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-01-28,1750.0,110,7.4673710669175595,4.700480365792417
M,2021-01-29,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-02-01,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-02-02,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-02-03,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-02-04,1750.0,100,7.4673710669175595,4.605170185988092
M,2021-02-05,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-02-06,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-02-08,1650.0,20,7.408530566894626,2.995732273553991
M,2021-02-09,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-02-10,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-02-11,1750.0,130,7.4673710669175595,4.867534450455582
M,2021-02-12,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-02-13,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-02-15,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-02-16,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-02-17,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-02-18,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-02-20,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-02-22,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-02-23,1750.0,110,7.4673710669175595,4.700480365792417
M,2021-02-24,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-02-25,1750.0,100,7.4673710669175595,4.605170185988092
M,2021-02-26,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-02-27,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-03-01,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-03-02,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-03-03,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-03-04,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-03-05,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-03-06,1750.0,90,7.4673710669175595,4.499809670330265
M,2021-03-08,1750.0,90,7.4673710669175595,4.499809670330265
M,2021-03-09,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-03-10,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-03-11,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-03-12,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-03-13,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-03-14,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-03-16,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-03-17,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-03-18,1750.0,110,7.4673710669175595,4.700480365792417
M,2021-03-19,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-03-20,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-03-23,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-03-25,1750.0,110,7.4673710669175595,4.700480365792417
M,2021-03-26,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-03-27,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-03-29,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-03-30,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-03-31,1750.0,100,7.4673710669175595,4.605170185988092
M,2021-04-01,1750.0,140,7.4673710669175595,4.941642422609304
M,2021-04-05,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-04-06,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-04-07,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-04-08,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-04-09,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-04-10,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-04-12,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-04-20,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-04-23,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-04-24,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-04-26,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-04-27,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-04-28,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-04-29,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-04-30,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-05-01,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-05-03,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-05-04,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-05-05,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-05-06,1750.0,90,7.4673710669175595,4.499809670330265
M,2021-05-07,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-05-08,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-05-10,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-05-11,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-05-15,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-05-17,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-05-18,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-05-29,1750.0,90,7.4673710669175595,4.499809670330265
M,2021-05-30,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-05-31,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-06-01,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-06-02,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-06-03,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-06-04,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-06-05,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-06-07,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-06-08,1750.0,90,7.4673710669175595,4.499809670330265
M,2021-06-09,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-06-10,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-06-11,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-06-12,1650.0,40,7.408530566894626,3.6888794541139363
M,2021-06-13,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-06-15,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-06-16,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-06-17,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-06-18,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-06-19,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-06-21,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-06-22,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-06-23,1750.0,120,7.4673710669175595,4.787491742782046
M,2021-06-24,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-06-25,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-06-26,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-06-28,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-06-29,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-01,1750.0,80,7.4673710669175595,4.382026634673881
M,2021-07-02,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-07-03,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-07-05,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-06,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-07-07,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-07-08,1750.0,60,7.4673710669175595,4.0943445622221
M,2021-07-09,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-07-10,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-07-12,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-07-13,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-14,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-15,1750.0,70,7.4673710669175595,4.248495242049359
M,2021-07-16,1800.0,60,7.495541943884256,4.0943445622221
M,2021-07-17,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-07-19,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-07-21,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-22,1750.0,10,7.4673710669175595,2.302585092994046
M,2021-07-23,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-07-24,1750.0,50,7.4673710669175595,3.912023005428146
M,2021-07-26,1750.0,20,7.4673710669175595,2.995732273553991
M,2021-07-27,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-28,1750.0,30,7.4673710669175595,3.4011973816621555
M,2021-07-29,1750.0,40,7.4673710669175595,3.6888794541139363
M,2021-08-02,1800.0,10,7.495541943884256,2.302585092994046
M,2021-08-03,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-04,1800.0,70,7.495541943884256,4.248495242049359
M,2021-08-05,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-06,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-07,1800.0,50,7.495541943884256,3.912023005428146
M,2021-08-09,1800.0,10,7.495541943884256,2.302585092994046
M,2021-08-10,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-11,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-12,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-13,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-08-14,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-16,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-17,1800.0,100,7.495541943884256,4.605170185988092
M,2021-08-18,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-19,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-20,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-21,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-23,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-08-24,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-25,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-26,1800.0,60,7.495541943884256,4.0943445622221
M,2021-08-27,1800.0,20,7.495541943884256,2.995732273553991
M,2021-08-28,1800.0,70,7.495541943884256,4.248495242049359
M,2021-08-30,1800.0,10,7.495541943884256,2.302585092994046
M,2021-08-31,1800.0,50,7.495541943884256,3.912023005428146
M,2021-09-01,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-09-02,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-09-03,1800.0,10,7.495541943884256,2.302585092994046
M,2021-09-04,1800.0,20,7.495541943884256,2.995732273553991
M,2021-09-06,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-09-07,1800.0,20,7.495541943884256,2.995732273553991
M,2021-09-08,1800.0,60,7.495541943884256,4.0943445622221
M,2021-09-09,1800.0,100,7.495541943884256,4.605170185988092
M,2021-09-10,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-09-11,1800.0,10,7.495541943884256,2.302585092994046
M,2021-09-13,1800.0,10,7.495541943884256,2.302585092994046
M,2021-09-15,1800.0,50,7.495541943884256,3.912023005428146
M,2021-09-16,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-09-17,1800.0,20,7.495541943884256,2.995732273553991
M,2021-09-18,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-09-20,1800.0,50,7.495541943884256,3.912023005428146
M,2021-09-21,1800.0,20,7.495541943884256,2.995732273553991
M,2021-09-23,1800.0,20,7.495541943884256,2.995732273553991
M,2021-09-24,1800.0,10,7.495541943884256,2.302585092994046
M,2021-09-25,1800.0,50,7.495541943884256,3.912023005428146
M,2021-09-27,1800.0,20,7.495541943884256,2.995732273553991
M,2021-09-28,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-09-30,1800.0,70,7.495541943884256,4.248495242049359
M,2021-10-01,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-02,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-04,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-05,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-06,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-07,1800.0,60,7.495541943884256,4.0943445622221
M,2021-10-08,1800.0,50,7.495541943884256,3.912023005428146
M,2021-10-09,1800.0,70,7.495541943884256,4.248495242049359
M,2021-10-11,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-10-12,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-13,1800.0,70,7.495541943884256,4.248495242049359
M,2021-10-14,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-10-15,1800.0,50,7.495541943884256,3.912023005428146
M,2021-10-16,1800.0,10,7.495541943884256,2.302585092994046
M,2021-10-18,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-10-20,1800.0,80,7.495541943884256,4.382026634673881
M,2021-10-21,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-22,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-23,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-25,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-26,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-27,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-28,1800.0,60,7.495541943884256,4.0943445622221
M,2021-10-29,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-10-30,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-11-01,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-11-02,1800.0,20,7.495541943884256,2.995732273553991
M,2021-11-03,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-11-04,1800.0,80,7.495541943884256,4.382026634673881
M,2021-11-05,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-11-06,1800.0,50,7.495541943884256,3.912023005428146
M,2021-11-08,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-11-09,1800.0,50,7.495541943884256,3.912023005428146
M,2021-11-10,1800.0,60,7.495541943884256,4.0943445622221
M,2021-11-11,1800.0,20,7.495541943884256,2.995732273553991
M,2021-11-12,1800.0,60,7.495541943884256,4.0943445622221
M,2021-11-13,1800.0,60,7.495541943884256,4.0943445622221
M,2021-11-15,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-11-16,1800.0,80,7.495541943884256,4.382026634673881
M,2021-11-17,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-11-18,1800.0,100,7.495541943884256,4.605170185988092
M,2021-11-19,1800.0,10,7.495541943884256,2.302585092994046
M,2021-11-22,1800.0,10,7.495541943884256,2.302585092994046
M,2021-11-23,1800.0,60,7.495541943884256,4.0943445622221
M,2021-11-24,1800.0,50,7.495541943884256,3.912023005428146
M,2021-11-25,1800.0,80,7.495541943884256,4.382026634673881
M,2021-11-26,1800.0,50,7.495541943884256,3.912023005428146
M,2021-11-27,1800.0,20,7.495541943884256,2.995732273553991
M,2021-11-29,1800.0,50,7.495541943884256,3.912023005428146
M,2021-11-30,1800.0,70,7.495541943884256,4.248495242049359
M,2021-12-01,1800.0,70,7.495541943884256,4.248495242049359
M,2021-12-02,1800.0,60,7.495541943884256,4.0943445622221
M,2021-12-03,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-12-04,1800.0,60,7.495541943884256,4.0943445622221
M,2021-12-06,1800.0,50,7.495541943884256,3.912023005428146
M,2021-12-07,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-12-08,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-12-09,1800.0,60,7.495541943884256,4.0943445622221
M,2021-12-10,1800.0,10,7.495541943884256,2.302585092994046
M,2021-12-11,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-12-13,1800.0,60,7.495541943884256,4.0943445622221
M,2021-12-14,1800.0,50,7.495541943884256,3.912023005428146
M,2021-12-15,1800.0,90,7.495541943884256,4.499809670330265
M,2021-12-16,1800.0,70,7.495541943884256,4.248495242049359
M,2021-12-17,1800.0,20,7.495541943884256,2.995732273553991
M,2021-12-18,1800.0,50,7.495541943884256,3.912023005428146
M,2021-12-20,1800.0,10,7.495541943884256,2.302585092994046
M,2021-12-21,1800.0,80,7.495541943884256,4.382026634673881
M,2021-12-22,1800.0,20,7.495541943884256,2.995732273553991
M,2021-12-23,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-12-25,1800.0,40,7.495541943884256,3.6888794541139363
M,2021-12-27,1800.0,30,7.495541943884256,3.4011973816621555
M,2021-12-28,1800.0,60,7.495541943884256,4.0943445622221
M,2021-12-29,1800.0,50,7.495541943884256,3.912023005428146
M,2021-12-30,1800.0,70,7.495541943884256,4.248495242049359
M,2021-12-31,1800.0,80,7.495541943884256,4.382026634673881
M,2022-01-03,1750.0,70,7.4673710669175595,4.248495242049359
M,2022-01-04,1750.0,80,7.4673710669175595,4.382026634673881
M,2022-01-05,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-01-06,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-07,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-08,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-01-10,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-01-11,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-12,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-13,1750.0,70,7.4673710669175595,4.248495242049359
M,2022-01-14,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-01-17,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-01-18,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-01-19,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-01-20,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-21,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-22,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-24,1750.0,80,7.4673710669175595,4.382026634673881
M,2022-01-25,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-01-26,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-01-27,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-01-28,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-01-30,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-01-31,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-02-01,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-02-02,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-02-03,1750.0,90,7.4673710669175595,4.499809670330265
M,2022-02-04,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-02-05,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-02-07,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-02-09,1750.0,91,7.4673710669175595,4.51085950651685
M,2022-02-10,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-02-11,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-02-12,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-02-14,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-02-15,1750.0,120,7.4673710669175595,4.787491742782046
M,2022-02-16,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-02-17,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-02-19,1750.0,100,7.4673710669175595,4.605170185988092
M,2022-02-21,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-02-23,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-02-24,1750.0,110,7.4673710669175595,4.700480365792417
M,2022-02-26,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-02-27,1750.0,90,7.4673710669175595,4.499809670330265
M,2022-02-28,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-03-01,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-03-02,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-03-03,1757.142857142857,70,7.471444392305195,4.248495242049359
M,2022-03-04,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-03-06,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-03-08,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-03-09,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-03-10,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-03-11,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-03-12,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-03-14,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-03-16,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-03-17,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-03-18,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-03-19,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-03-21,1750.0,100,7.4673710669175595,4.605170185988092
M,2022-03-22,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-03-23,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-03-24,1750.0,90,7.4673710669175595,4.499809670330265
M,2022-03-25,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-03-26,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-03-28,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-03-29,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-03-31,1785.7142857142858,70,7.487573774235079,4.248495242049359
M,2022-04-01,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-04-02,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-04-04,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-04-05,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-04-06,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-04-07,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-04-08,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-04-09,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-04-11,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-04-12,1700.0,20,7.438383530044307,2.995732273553991
M,2022-04-13,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-04-14,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-04-15,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-04-16,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-04-18,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-04-19,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-04-20,1750.0,90,7.4673710669175595,4.499809670330265
M,2022-04-21,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-04-22,1750.0,20,7.4673710669175595,2.995732273553991
M,2022-04-23,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-04-25,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-04-26,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-04-28,1750.0,100,7.4673710669175595,4.605170185988092
M,2022-05-05,1750.0,90,7.4673710669175595,4.499809670330265
M,2022-05-07,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-05-10,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-05-11,1750.0,80,7.4673710669175595,4.382026634673881
M,2022-05-12,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-05-13,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-05-14,1750.0,70,7.4673710669175595,4.248495242049359
M,2022-05-16,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-05-17,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-05-19,1750.0,70,7.4673710669175595,4.248495242049359
M,2022-05-20,1750.0,10,7.4673710669175595,2.302585092994046
M,2022-05-21,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-05-24,1750.0,70,7.4673710669175595,4.248495242049359
M,2022-05-25,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-05-26,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-05-27,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-05-30,1750.0,70,7.4673710669175595,4.248495242049359
M,2022-05-31,1750.0,80,7.4673710669175595,4.382026634673881
M,2022-06-01,1750.0,60,7.4673710669175595,4.0943445622221
M,2022-06-02,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-06-03,1750.0,40,7.4673710669175595,3.6888794541139363
M,2022-06-04,1750.0,30,7.4673710669175595,3.4011973816621555
M,2022-06-06,1750.0,80,7.4673710669175595,4.382026634673881
M,2022-06-07,1750.0,50,7.4673710669175595,3.912023005428146
M,2022-06-08,1750.0,50,7.4673710669175595,3.912023005428146
